Date,Share_Code,Year_High_GHS,Year_Low_GHS,Previous_Closing_Price_VWAP_GHS,Opening_Price_GHS,Closing_Price_GHS,Price_Change_GHS,Closing_Bid_Price_GHS,Closing_Offer_Price_GHS,Total_Shares_Traded,Total_Value_Traded,Last_Transactio_ Price_GHS
14/10/2013,CAL,1.17,0.37,1.06,1.06,1.06,0,0.97,1.06,"19,600",,1.06
16/10/2013,CAL,1.17,0.37,1.06,1.06,1.05,-0.01,1.05,1.06,"22,700",,1.05
17/10/2013,CAL,1.17,0.37,1.05,1.05,1.05,0,1.03,1.05,"22,200",,1.05
18/10/2013,CAL,1.17,0.37,1.05,1.05,1.05,0,1.04,1.05,"3,900",,1.05
21/10/2013,CAL,1.17,0.37,1.05,1.05,1.1,0.05,1.05,1.06,"1,266,800",,1.05
22/10/2013,CAL,1.17,0.37,1.1,1.1,1.08,-0.02,1.05,1.08,"1,000",,1.05
23/10/2013,CAL,1.17,0.37,1.08,1.08,1.05,-0.03,,1.05,"1,900",,1.05
25/10/2013,CAL,1.17,0.37,1.05,1.05,1.03,-0.02,1,1.03,300,,1.02
24/10/2013,CAL,1.17,0.37,1.05,1.05,1.05,0,0.99,1.04,0,,1.05
28/10/2013,CAL,1.17,0.37,1.03,1.03,1,-0.03,0.99,1,300,,1
29/10/2013,CAL,1.17,0.37,1,1,0.99,-0.01,0.95,0.99,"13,400",,0.99
30/10/2013,CAL,1.17,0.37,0.99,0.99,0.97,-0.02,0.98,1.02,"18,600",,0.99
31/10/2013,CAL,1.17,0.37,0.97,0.97,1,0.03,1,1.06,"5,300",,0.99
01/11/2013,CAL,1.17,0.37,1,1,1,0,1,1.1,"23,200",,1
04/11/2013,CAL,1.17,0.37,1,1,1,0,1,1.01,"3,800",,1
05/11/2013,CAL,1.17,0.37,1,1,1,0,0.99,1,"15,500",,0.99
06/11/2013,CAL,1.17,0.37,1,1,0.98,-0.02,0.98,1,"99,300",,0.98
07/11/2013,CAL,1.17,0.37,0.98,0.98,0.98,0,0.98,1,500,,0.98
08/11/2013,CAL,1.17,0.36,0.98,0.98,0.99,0.01,0.95,0.98,"46,700",,0.98
11/11/2013,CAL,1.17,0.36,0.99,0.99,0.99,0,0.9,0.99,100,,0.99
12/11/2013,CAL,1.17,0.36,0.99,0.99,0.98,-0.01,0.97,0.99,"38,600",,0.98
13/11/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,0.95,0.98,0,,0.98
14/11/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,0.98,1,"218,200",,0.98
15/11/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,0.98,0.99,"29,700",,0.98
18/11/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,0.94,0.98,"15,400",,0.98
19/11/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,0.95,0.98,0,,0.98
20/11/2013,CAL,1.17,0.36,0.98,0.98,0.99,0.01,0.99,1,"652,500",,0.98
21/11/2013,CAL,1.17,0.36,0.99,0.99,0.99,0,0.99,1,"535,000",,0.99
22/11/2013,CAL,1.17,0.36,0.99,0.99,0.99,0,0.99,1.01,200,,0.99
25/11/2013,CAL,1.17,0.36,0.99,0.99,0.99,0,0.99,1,0,,0.99
26/11/2013,CAL,1.17,0.36,0.99,0.99,0.99,0,0.98,0.99,"13,600",,0.98
27/11/2013,CAL,1.17,0.36,0.99,0.99,0.99,0,0.99,1,"18,700",,0.99
28/11/2013,CAL,1.17,0.36,0.99,0.99,0.99,0,0.97,0.99,"2,300",,0.99
29/11/2013,CAL,1.17,0.36,0.99,0.99,0.98,-0.01,,0.99,"11,000",,0.98
02/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,0.98,1,"14,700",,0.98
03/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,0.98,0.99,"10,500",,0.98
04/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,,0.98,"473,800",,0.98
05/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,,0.98,"3,500",,0.98
09/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,,0.98,"467,400",,0.98
10/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,,0.98,0,,0.98
11/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,,0.98,"5,800",,0.98
12/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,0.95,0.98,"2,000",,0.98
13/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,,0.98,"4,000",,0.98
16/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,,0.98,100,,0.98
17/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,0.97,0.98,"1,600",,0.98
18/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,,0.98,"791,000",,0.98
19/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,,0.98,"2,100",,0.98
20/12/2013,CAL,1.17,0.36,0.98,0.98,0.98,0,0.96,0.97,0,,0.98
23/12/2013,CAL,1.17,0.36,0.98,0.98,0.97,-0.01,0.95,0.97,300,,0.96
24/12/2013,CAL,1.17,0.36,0.97,0.97,0.97,0,0.95,0.96,"56,400",,0.96
27/12/2013,CAL,1.17,0.36,0.97,0.97,0.96,-0.01,0.95,0.96,"10,800",,0.96
30/12/2013,CAL,1.17,0.36,0.96,0.96,0.96,0,,0.96,"3,500",,0.96
31/12/2013,CAL,1.17,0.36,0.96,0.96,0.97,0.01,0.96,,"50,100",,0.97
02/01/2014,CAL,0.97,0.97,0.97,0.97,0.97,0,0.96,0.97,"11,000",,0.97
03/01/2014,CAL,0.97,0.97,0.97,0.97,0.97,0,0.97,,"829,800",,0.98
06/01/2014,CAL,0.97,0.97,0.97,0.97,0.97,0,0.97,1,"816,900",,0.97
07/01/2014,CAL,0.97,0.97,0.97,0.97,0.97,0,0.97,,"689,700",,0.97
08/01/2014,CAL,0.97,0.97,0.97,0.97,0.97,0,0.97,,"6,500",,0.97
09/01/2014,CAL,0.97,0.97,0.97,0.97,0.97,0,0.96,0.97,"20,700",,0.97
10/01/2014,CAL,0.97,0.97,0.97,0.97,0.97,0,0.95,0.97,"8,600",,0.97
13/01/2014,CAL,0.97,0.97,0.97,0.97,0.97,0,0.97,,"1,011,700",,0.97
14/01/2014,CAL,0.97,0.97,0.97,0.97,0.97,0,0.97,,"549,800",,0.97
15/01/2014,CAL,0.97,0.97,0.97,0.97,0.97,0,0.97,,0,,0.97
16/01/2014,CAL,0.97,0.97,0.97,0.97,0.97,0,0.97,,"2,200",,0.97
17/01/2014,CAL,0.98,0.97,0.97,0.97,0.98,0.01,0.98,,"128,600",,0.98
20/01/2014,CAL,0.99,0.97,0.98,0.98,0.99,0.01,0.99,1,300,,0.99
21/01/2014,CAL,0.99,0.97,0.99,0.99,0.99,0,0.99,,"261,800",,0.99
22/01/2014,CAL,1,0.97,0.99,0.99,1,0.01,0.99,1.01,"1,100",,1
23/01/2014,CAL,1,0.97,1,1,1,0,1,1.01,"154,600",,1
24/01/2014,CAL,1,0.97,1,1,1,0,1,1.02,0,,1
27/01/2014,CAL,1,0.97,1,1,1,0,1,1.01,"227,200",,1
28/01/2014,CAL,1,0.97,1,1,1,0,1,1.01,"2,000",,1.01
29/01/2014,CAL,1,0.97,1,1,1,0,1,1.01,"5,300",,1.02
30/01/2014,CAL,1,0.97,1,1,1,0,1,,"9,300",,1
31/01/2014,CAL,1,0.97,1,1,1,0,1,,"2,300",,1
03/02/2014,CAL,1.01,0.97,1,1,1.01,0.01,1.01,,"9,700",,1.01
04/02/2014,CAL,1.01,0.97,1.01,1.01,1.01,0,1.01,,0,,1.01
05/02/2014,CAL,1.04,0.97,1.01,1.01,1.04,0.03,1.05,,"12,600",,1.05
06/02/2014,CAL,1.04,0.97,1.04,1.04,1.02,-0.02,1.05,1.15,"2,856,000",,1.05
07/02/2014,CAL,1.04,0.97,1.02,1.02,1.02,0,1,1.02,"885,500",,1.02
10/02/2014,CAL,1.04,0.97,1.02,1.02,1.03,0.01,1.02,1.04,"325,400",,1.02
10/02/2014,CAL,1.04,0.97,1.02,1.02,1.03,0.01,1.02,1.04,"325,400",,1.02
11/02/2014,CAL,1.04,0.97,1.03,1.03,1.04,0.01,1.04,1.1,"3,600",,1.04
12/02/2014,CAL,1.04,0.97,1.04,1.04,1.04,0,,1.04,"198,900",,1.04
13/02/2014,CAL,1.04,0.97,1.04,1.04,1.04,0,1.01,1.04,"8,400",,1.04
14/02/2014,CAL,1.04,0.97,1.04,1.04,1.04,0,1.02,,"103,100",,1.04
17/02/2014,CAL,1.04,0.97,1.04,1.04,1.02,-0.02,,1.02,"164,400",,1.02
18/02/2014,CAL,1.04,0.97,1.02,1.02,1.02,0,1.02,1.03,"29,600",,1.02
19/02/2014,CAL,1.04,0.97,1.02,1.02,1.02,0,,1.02,"31,500",,1
20/02/2014,CAL,1.04,0.97,1.02,1.02,1.01,-0.01,,1.01,"91,500",,1
21/02/2014,CAL,1.04,0.97,1.01,1.02,1.01,0,1,1.01,0,,1.01
24/02/2014,CAL,1.04,0.97,1.01,1.01,1.01,0,0.9,1,"57,100",,1
25/02/2014,CAL,1.04,0.97,1.01,1.01,0.97,-0.04,,0.99,"66,500",,0.97
26/02/2014,CAL,1.04,0.97,0.97,0.97,0.97,0,0.94,0.97,"2,300",,0.97
27/02/2014,CAL,1.04,0.97,0.97,0.97,0.97,0,0.95,0.97,"25,900",,0.96
28/02/2014,CAL,1.04,0.96,0.97,0.97,0.96,-0.01,0.95,0.96,"136,100",,0.96
03/03/2014,CAL,1.04,0.95,0.96,0.96,0.95,-0.01,0.95,0.96,"65,300",,0.95
04/03/2014,CAL,1.04,0.92,0.95,0.95,0.92,-0.03,0.92,0.94,"207,600",,0.94
05/03/2014,CAL,1.04,0.89,0.92,0.92,0.89,-0.03,0.89,0.97,"681,500",,0.92
07/03/2014,CAL,1.04,0.89,0.89,0.89,0.89,0,0.89,,"9,100",,0.89
10/03/2014,CAL,1.04,0.89,0.89,0.89,0.91,0.02,0.92,0.97,700,,0.89
11/03/2014,CAL,1.04,0.89,0.91,0.91,0.95,0.04,0.96,0.97,"21,500",,0.96
12/03/2014,CAL,1.04,0.89,0.95,0.95,1,0.05,1,,"215,400",,1
13/03/2014,CAL,1.04,0.89,1,1,1.02,0.02,,1.02,"79,200",,1.02
14/03/2014,CAL,1.04,0.89,1.02,1.02,1.02,0,1,,"69,900",,1.02
17/03/2014,CAL,1.04,0.89,1.02,1.02,1.02,0,0.99,1.02,"35,400",,1.02
18/03/2014,CAL,1.04,0.89,1.02,1.02,1.01,-0.01,1.01,1.02,"11,300",,1.01
19/03/2014,CAL,1.04,0.89,1.01,1.01,1,-0.01,,1,"24,600",,1
20/03/2014,CAL,1.04,0.89,1,1,1,0,0.97,1,"1,700",,1
21/03/2014,CAL,1.04,0.89,1,1,1,0,0.98,1,"1,100",,1
24/03/2014,CAL,1.04,0.89,1,1,1,0,0.98,1,0,,1
25/03/2014,CAL,1.04,0.89,1,1,1,0,0.99,1,100,,1
26/03/2014,CAL,1.04,0.89,1,1,1,0,0.99,1,"29,800",,0.99
27/03/2014,CAL,1.04,0.89,1,1,0.99,-0.01,0.98,0.99,"4,600",,0.99
28/03/2014,CAL,1.04,0.89,0.99,0.99,0.98,-0.01,0.95,0.97,"14,100",,0.97
31/03/2014,CAL,1.04,0.89,0.98,0.98,0.98,0,0.98,1,"13,100",,0.98
01/04/2014,CAL,1.04,0.89,0.98,0.98,0.98,0,0.97,0.98,"2,700",,0.98
02/04/2014,CAL,1.04,0.89,0.98,0.98,0.97,-0.01,0.97,0.98,"2,100",,0.95
03/04/2014,CAL,1.04,0.88,0.97,0.97,0.88,-0.09,0.88,0.97,"1,403,200",,0.88
04/04/2014,CAL,1.04,0.88,0.88,0.88,0.93,0.05,0.88,0.9,"16,000",,0.9
08/04/2014,CAL,1.04,0.88,0.9,0.9,0.88,-0.02,0.8,0.88,"283,300",,0.88
07/04/2014,CAL,1.04,0.88,0.93,0.93,0.9,-0.03,0.85,0.9,"5,000",,0.9
09/04/2014,CAL,1.04,0.88,0.88,0.88,0.88,0,0.88,,"187,500",,0.88
10/04/2014,CAL,1.04,0.88,0.88,0.88,0.88,0,0.86,0.88,"1,000",,0.88
11/04/2014,CAL,1.04,0.87,0.88,0.88,0.87,-0.01,,,"12,600",,0.88
14/04/2014,CAL,1.04,0.87,0.87,0.87,0.88,0.01,0.88,0.89,"7,700",,0.88
15/04/2014,CAL,1.04,0.87,0.88,0.88,0.88,0,,1,"17,900",,0.88
16/04/2014,CAL,1.04,0.87,0.88,0.88,0.88,0,0.85,0.88,"1,900",,0.88
17/04/2014,CAL,1.04,0.87,0.88,0.88,0.87,-0.01,0.87,0.95,"83,000",,0.88
22/04/2014,CAL,1.04,0.87,0.87,0.87,0.88,0.01,0.87,0.99,"10,100",,0.88
23/04/2014,CAL,1.04,0.87,0.88,0.88,1,0.12,0.88,0.9,"2,100",,1
24/04/2014,CAL,1.04,0.87,1,1,0.9,-0.1,,0.9,"1,300",,0.9
25/04/2014,CAL,1.04,0.87,0.9,0.9,0.9,0,0.89,0.9,"14,300",,0.9
28/04/2014,CAL,1.04,0.87,0.9,0.9,0.88,-0.02,0.88,0.9,"6,100",,0.9
29/04/2014,CAL,1.04,0.86,0.88,0.88,0.86,-0.02,0.86,0.9,"7,119,700",,0.86
30/04/2014,CAL,1.04,0.86,0.86,0.86,0.86,0,0.85,0.86,"2,186,100",,0.86
02/05/2014,CAL,1.04,0.86,0.86,0.86,0.88,0.02,0.86,0.88,"6,200",,0.88
05/05/2014,CAL,1.04,0.86,0.88,0.88,0.88,0,0.86,0.88,"19,000",,0.88
06/05/2014,CAL,1.04,0.86,0.88,0.88,0.87,-0.01,0.87,0.88,800,,0.87
07/05/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,0.87,0.88,"2,700",,0.87
08/05/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,0.87,0.88,"36,900",,0.87
09/05/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,0.87,0.88,"29,200",,0.87
12/05/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,0.87,0.88,"23,600",,0.88
14/05/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,0.87,0.88,"156,700",,0.87
13/05/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,,0.87,"414,500",,0.87
15/05/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,0.85,0.87,"5,900",,0.87
16/05/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,0.87,,"109,200",,0.87
19/05/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,0.86,0.87,"40,100",,0.87
20/05/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,0.87,,"8,600",,0.87
21/05/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,0.87,0.9,"90,700",,0.87
22/05/2014,CAL,1.04,0.86,0.87,0.87,0.88,0.01,0.87,0.88,"153,900",,0.88
23/05/2014,CAL,1.04,0.86,0.88,0.88,0.88,0,0.88,0.89,"41,600",,0.88
27/05/2014,CAL,1.04,0.86,0.88,0.88,0.88,0,0.87,0.88,"5,600",,0.88
28/05/2014,CAL,1.04,0.86,0.88,0.88,0.88,0,0.85,0.89,"150,100",,0.88
29/05/2014,CAL,1.04,0.86,0.88,0.88,0.88,0,0.87,0.88,"168,400",,0.88
30/05/2014,CAL,1.04,0.86,0.88,0.88,0.88,0,0.87,0.88,"10,300",,0.88
02/06/2014,CAL,1.04,0.86,0.88,0.88,0.88,0,0.87,0.88,"174,400",,0.88
03/06/2014,CAL,1.04,0.86,0.88,0.88,0.88,0,0.87,0.88,"199,600",,0.88
04/06/2014,CAL,1.04,0.86,0.88,0.88,0.88,0,0.87,0.88,"104,800",,0.88
05/06/2014,CAL,1.04,0.86,0.88,0.88,0.88,0,0.87,0.88,"3,200",,0.88
06/06/2014,CAL,1.04,0.86,0.88,0.88,0.88,0,0.87,0.88,"47,800",,0.88
09/06/2014,CAL,1.04,0.86,0.88,0.88,0.89,0.01,0.88,0.9,"98,600",,0.88
10/06/2014,CAL,1.04,0.86,0.89,0.89,0.89,0,0.89,0.9,"56,100",,0.89
11/06/2014,CAL,1.04,0.86,0.89,0.89,0.89,0,0.87,0.89,"593,200",,0.89
12/06/2014,CAL,1.04,0.86,0.89,0.89,0.89,0,0.87,0.89,"5,100",,0.89
13/06/2014,CAL,1.04,0.86,0.89,0.89,0.88,-0.01,0.87,0.88,"14,900",,0.88
16/06/2014,CAL,1.04,0.86,0.88,0.88,0.87,-0.01,0.87,0.88,"10,900",,0.87
17/06/2014,CAL,1.04,0.86,0.87,0.87,0.86,-0.01,0.85,0.86,"498,000",,0.86
18/06/2014,CAL,1.04,0.86,0.86,0.86,0.87,0.01,0.87,0.88,"252,500",,0.87
19/06/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,0.86,0.87,"8,700",,0.87
20/06/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,0.87,0.88,"11,700",,0.87
23/06/2014,CAL,1.04,0.86,0.87,0.87,0.87,0,0.86,0.87,"540,200",,0.87
24/06/2014,CAL,1.04,0.85,0.87,0.87,0.85,-0.02,0.86,0.87,"442,200",,0.86
25/06/2014,CAL,1.04,0.85,0.85,0.85,0.85,0,,0.85,"491,500",,0.85
26/06/2014,CAL,1.04,0.85,0.85,0.85,0.85,0,0.85,0.88,"398,000",,0.85
27/06/2014,CAL,1.04,0.85,0.85,0.85,0.85,0,0.83,0.85,"141,900",,0.85
30/06/2014,CAL,1.04,0.85,0.85,0.85,0.85,0,0.86,0.9,"1,098,600",,0.86
02/07/2014,CAL,1.04,0.85,0.85,0.85,0.86,0.01,0.87,0.9,"1,100",,0.86
03/07/2014,CAL,1.04,0.85,0.86,0.86,0.86,0,0.86,0.9,"272,700",,0.86
04/07/2014,CAL,1.04,0.85,0.86,0.86,0.86,0,0.86,0.88,"21,900",,0.88
07/07/2014,CAL,1.04,0.85,0.86,0.86,0.88,0.02,0.88,0.9,"35,700",,0.88
08/07/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.87,0.9,"9,300",,0.88
09/07/2014,CAL,1.04,0.85,0.88,0.88,0.89,0.01,0.88,0.89,"22,000",,0.89
10/07/2014,CAL,1.04,0.85,0.89,0.89,0.89,0,0.88,0.89,"38,400",,0.89
11/07/2014,CAL,1.04,0.85,0.89,0.89,0.89,0,0.89,0.9,"78,400",,0.89
14/07/2014,CAL,1.04,0.85,0.89,0.89,0.89,0,0.89,0.9,"16,000",,0.89
15/07/2014,CAL,1.04,0.85,0.89,0.89,0.89,0,0.88,0.89,"4,600",,0.89
16/07/2014,CAL,1.04,0.85,0.89,0.89,0.89,0,0.88,0.9,"9,400",,0.89
17/07/2014,CAL,1.04,0.85,0.89,0.89,0.89,0,0.89,0.9,"31,000",,0.89
18/07/2014,CAL,1.04,0.85,0.89,0.89,0.89,0,0.89,0.9,0,,0.89
21/07/2014,CAL,1.04,0.85,0.89,0.89,0.89,0,,0.89,"40,200",,0.89
22/07/2014,CAL,1.04,0.85,0.89,0.89,0.9,0.01,0.89,0.9,"11,800",,0.9
23/07/2014,CAL,1.04,0.85,0.9,0.9,0.89,-0.01,0.89,0.9,"91,000",,0.89
24/07/2014,CAL,1.04,0.85,0.89,0.89,0.89,0,,0.89,"11,200",,0.89
25/07/2014,CAL,1.04,0.85,0.89,0.89,0.88,-0.01,0.87,0.88,"19,800",,0.89
29/07/2014,CAL,1.04,0.85,0.88,0.88,0.87,-0.01,0.87,0.88,"7,800",,0.87
30/07/2014,CAL,1.04,0.85,0.87,0.87,0.85,-0.02,0.85,0.88,"1,739,000",,0.85
31/07/2014,CAL,1.04,0.85,0.85,0.85,0.85,0,0.85,0.88,"11,300",,0.85
01/08/2014,CAL,1.04,0.85,0.85,0.85,0.87,0.02,0.87,0.88,"1,900",,0.85
04/08/2014,CAL,1.04,0.85,0.87,0.87,0.87,0,0.86,0.87,"36,200",,0.85
05/08/2014,CAL,1.04,0.85,0.87,0.87,0.87,0,0.87,0.88,"19,400",,0.87
06/08/2014,CAL,1.04,0.85,0.87,0.87,0.87,0,0.86,0.87,"1,100",,0.87
07/08/2014,CAL,1.04,0.85,0.87,0.87,0.87,0,0.86,0.87,"8,000",,0.86
08/08/2014,CAL,1.04,0.85,0.87,0.87,0.88,0.01,0.88,0.92,"686,200",,0.86
11/08/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.88,0.92,"1,700",,0.86
12/08/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.88,0.9,"100,700",,0.86
13/08/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.88,,"132,500",,0.86
14/08/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.88,0.89,"109,200",,0.88
15/08/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.88,0.89,0,,0.88
18/08/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.88,0.9,"29,600",,0.88
19/08/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.88,0.91,700,,0.88
20/08/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.88,0.91,"9,700",,0.88
21/08/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.89,0.9,"5,400",,0.88
22/08/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.88,0.92,"7,600",,0.88
25/08/2014,CAL,1.04,0.85,0.88,0.88,0.89,0.01,,0.89,"51,200",,0.88
26/08/2014,CAL,1.04,0.85,0.89,0.89,0.88,-0.01,0.87,0.88,"25,500",,0.88
27/08/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.88,0.89,"43,300",,0.88
28/08/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.88,0.89,"9,200",,0.89
29/08/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.88,0.9,0,,0.89
01/09/2014,CAL,1.04,0.85,0.88,0.88,0.88,0,0.88,0.89,"4,200",,0.88
02/09/2014,CAL,1.04,0.85,0.88,0.88,0.89,0.01,0.88,0.89,"12,000",,0.89
03/09/2014,CAL,1.04,0.85,0.89,0.89,0.89,0,,0.88,"21,300",,0.88
04/09/2014,CAL,1.04,0.85,0.89,0.89,0.89,0,0.88,0.89,900,,0.89
05/09/2014,CAL,1.04,0.85,0.89,0.89,0.89,0,0.89,0.93,"4,100",,0.89
08/09/2014,CAL,1.04,0.85,0.89,0.9,0.9,0.01,0.89,0.93,"3,300",,0.9
09/09/2014,CAL,1.04,0.85,0.9,0.9,0.9,0,0.89,0.9,"2,300",,0.9
10/09/2014,CAL,1.04,0.85,0.9,0.9,0.9,0,0.9,0.93,"4,200",,0.9
11/09/2014,CAL,1.04,0.85,0.9,0.9,0.88,-0.02,0.89,0.93,"1,006,400",,0.88
12/09/2014,CAL,1.04,0.85,0.88,0.88,0.9,0.02,0.9,0.93,"2,400",,0.9
15/09/2014,CAL,1.04,0.85,0.9,0.9,0.9,0,0.88,0.9,"21,600",,0.9
16/09/2014,CAL,1.04,0.85,0.9,0.9,0.9,0,0.89,0.9,300,,0.9
17/09/2014,CAL,1.04,0.85,0.9,0.9,0.9,0,0.9,0.91,"113,600",,0.9
18/09/2014,CAL,1.04,0.85,0.9,0.9,0.9,0,0.9,0.91,"792,200",,0.9
19/09/2014,CAL,1.04,0.85,0.9,0.9,0.9,0,0.88,0.9,"2,100",,0.9
23/09/2014,CAL,1.04,0.85,0.9,0.9,0.9,0,0.88,0.9,"1,487,000",,0.9
24/09/2014,CAL,1.04,0.85,0.9,0.9,0.9,0,0.9,0.93,"2,600",,0.9
25/09/2014,CAL,1.04,0.85,0.9,0.9,0.9,0,0.9,0.93,"1,900",,0.9
26/09/2014,CAL,1.04,0.85,0.9,0.9,0.9,0,0.91,0.93,"26,200",,0.9
29/09/2014,CAL,1.04,0.85,0.9,0.9,0.9,0,0.9,0.93,"14,400",,0.9
30/09/2014,CAL,1.04,0.85,0.9,0.9,0.93,0.03,0.92,0.93,"2,900",,0.93
01/10/2014,CAL,1.04,0.85,0.93,0.93,0.92,-0.01,0.92,,"20,500",,0.92
02/10/2014,CAL,1.04,0.85,0.92,0.92,0.92,0,0.93,,0,,0.92
03/10/2014,CAL,1.04,0.85,0.92,0.92,0.94,0.02,0.94,,"2,100",,0.92
07/10/2014,CAL,1.04,0.85,0.94,0.94,0.94,0,0.94,0.99,"4,300",,0.94
08/10/2014,CAL,1.04,0.85,0.94,0.94,0.94,0,0.92,0.94,"2,799,300",,0.92
09/10/2014,CAL,1.04,0.85,0.94,0.94,0.95,0.01,0.95,0.99,"3,600",,0.95
10/10/2014,CAL,1.04,0.85,0.95,0.95,0.95,0,0.95,,"2,600",,0.95
13/10/2014,CAL,1.04,0.85,0.95,0.95,0.95,0,0.95,0.98,0,,0.95
14/10/2014,CAL,1.04,0.85,0.95,0.95,0.95,0,0.95,0.97,"2,800",,0.95
14/10/2014,CAL,1.04,0.85,0.95,0.95,0.95,0,0.95,0.97,"2,800",,15/10/2014
15/10/2014,CAL,1.04,0.85,0.95,0.95,0.96,0.01,0.95,0.96,"7,000",,0.96
16/10/2014,CAL,1.04,0.85,0.96,0.96,0.96,0,0.97,0.98,"5,000",,0.97
17/10/2014,CAL,1.04,0.85,0.96,0.96,0.97,0.01,0.97,0.98,"4,600",,0.97
20/10/2014,CAL,1.04,0.85,0.97,0.97,0.97,0,0.97,0.99,"1,000",,0.97
21/10/2014,CAL,1.04,0.85,0.97,0.97,0.97,0,0.97,1,"5,000",,0.97
22/10/2014,CAL,1.04,0.85,0.97,0.97,0.97,0,0.97,0.98,"12,900",,0.97
23/10/2014,CAL,1.04,0.85,0.97,0.97,0.97,0,,0.97,"7,300",,0.97
24/10/2014,CAL,1.04,0.85,0.97,0.97,0.97,0,,0.97,300,,0.97
27/10/2014,CAL,1.04,0.85,0.97,0.97,0.97,0,0.97,1,"5,000",,0.97
28/10/2014,CAL,1.04,0.85,0.97,0.97,0.98,0.01,0.98,1,"10,800",,0.98
29/10/2014,CAL,1.04,0.85,0.98,0.98,0.99,0.01,0.99,1,"36,500",,0.99
30/10/2014,CAL,1.04,0.85,0.99,0.99,0.99,0,0.99,1,"1,200",,0.99
31/10/2014,CAL,1.04,0.85,0.99,0.99,1,0.01,1,1.01,"215,300",,1
03/11/2014,CAL,1.04,0.85,1,1,1,0,1,,"38,800",,1
04/11/2014,CAL,1.04,0.85,1,1,1,0,1,1.01,"3,700",,1.01
05/11/2014,CAL,1.04,0.85,1,1,1,0,1,,"118,300",,1
06/11/2014,CAL,1.04,0.85,1,1,1,0,1,1.1,"2,000",,1
07/11/2014,CAL,1.04,0.85,1,1,1,0,1,1.01,"48,600",,1
10/11/2014,CAL,1.04,0.85,1,1,1.01,0.01,1.01,1.05,"8,000",,1
11/11/2014,CAL,1.04,0.85,1.01,1.01,1.01,0,1.01,,0,,1
12/11/2014,CAL,1.04,0.85,1.01,1.01,1.01,0,1.01,1.05,0,,1
13/11/2014,CAL,1.04,0.85,1.01,1.01,1,-0.01,1,1.01,"41,600",,1.01
14/11/2014,CAL,1.04,0.85,1,1,1,0,1,1.01,"37,635,300",,1.01
17/11/2014,CAL,1.04,0.85,1,1,1,0,1,1.1,"30,800",,1.01
18/11/2014,CAL,1.04,0.85,1,1,1,0,1,1.1,"3,300",,1.01
19/11/2014,CAL,1.04,0.85,1,1,1.02,0.02,1.02,1.1,"25,200",,1.01
20/11/2014,CAL,1.04,0.85,1.02,1.02,1.03,0.01,1.03,1.05,"2,900",,1.04
21/11/2014,CAL,1.05,0.85,1.03,1.03,1.05,0.02,1.05,1.1,"25,700",,1.05
24/11/2014,CAL,1.05,0.85,1.05,1.05,1.05,0,,1.09,"297,200",,1.05
