Date,Share_Code,Year_High_GHS,Year_Low_GHS,Previous_Closing_Price_VWAP_GHS,Opening_Price_GHS,Closing_Price_GHS,Price_Change_GHS,Closing_Bid_Price_GHS,Closing_Offer_Price_GHS,Total_Shares_Traded,Total_Value_Traded,Last_Transactio_ Price_GHS
25/08/2010,CAL,0.3,0.17,0.29,0.3,0.29,0,0.27,0.3,0,,0
26/08/2010,CAL,0.3,0.17,0.29,0.29,0.28,-0.01,0.28,,"32,500",,0
27/08/2010,CAL,0.3,0.17,0.28,0.28,0.29,0.01,0.28,0.3,"31,300",,0
30/08/2010,CAL,0.3,0.17,0.29,0.29,0.3,0.01,0.29,0.3,"37,600",,0
31/08/2010,CAL,0.3,0.17,0.3,0.29,0.3,0,0.29,0.3,"11,300",,0
01/09/2010,CAL,0.3,0.17,0.3,0.29,0.3,0,0.28,0.3,"10,100",,0
02/09/2010,CAL,0.3,0.17,0.3,0.3,0.28,-0.02,0.28,0.29,"12,000",,0
03/09/2010,CAL,0.3,0.17,0.28,0.3,0.28,0,0.28,0.3,"46,700",,0
06/09/2010,CAL,0.3,0.17,0.28,0.3,0.28,0,0.28,0.29,"5,700",,0
07/09/2010,CAL,0.3,0.17,0.28,0.3,0.28,0,0.28,0.29,"50,700",,0
08/09/2010,CAL,0.3,0.17,0.28,0.3,0.28,0,0.28,0.29,"1,000",,0
09/09/2010,CAL,0.3,0.17,0.28,0.28,0.29,0.01,3.29,0.3,"123,500",,0
13/09/2010,CAL,0.3,0.17,0.29,0.28,0.29,0,0.29,0.3,"11,200",,0
14/09/2010,CAL,0.3,0.17,0.29,0.28,0.3,0.01,0.3,0.31,"760,700",,0
15/09/2010,CAL,0.3,0.17,0.3,0.28,0.3,0,0.29,0.32,"105,600",,0
16/09/2010,CAL,0.3,0.17,0.3,0.28,0.3,0,0.29,0.3,400,,0
17/09/2010,CAL,0.3,0.17,0.3,0.28,0.3,0,0.29,0.3,100,,0
20/09/2010,CAL,0.3,0.17,0.3,0.28,0.3,0,0.29,0.3,800,,0
22/09/2010,CAL,0.3,0.17,0.3,0.3,0.29,-0.01,0.29,0.3,"6,200",,0
23/09/2010,CAL,0.3,0.17,0.29,0.29,0.28,-0.01,0.28,0.3,200,,0
24/09/2010,CAL,0.3,0.17,0.28,0.29,0.29,0.01,0.28,0.3,"4,400",,0
27/09/2010,CAL,0.3,0.17,0.29,0.29,0.29,0,0.29,0.3,"7,900",,0
28/09/2010,CAL,0.3,0.17,0.29,0.29,0.28,-0.01,0.28,0.29,"3,200",,0
29/09/2010,CAL,0.3,0.17,0.28,0.28,0.29,0.01,0.28,0.29,"10,500",,0
30/09/2010,CAL,0.3,0.17,0.29,0.28,0.29,0,0.28,0.29,"4,700",,0
01/10/2010,CAL,0.3,0.17,0.29,0.28,0.29,0,0.28,0.29,"39,000",,0
04/10/2010,CAL,0.3,0.17,0.29,0.28,0.29,0,0.29,0.3,"114,600",,0
05/10/2010,CAL,0.3,0.17,0.29,0.28,0.29,0,0.29,0.3,"44,700",,0
06/10/2010,CAL,0.3,0.17,0.29,0.28,0.3,0.01,0.3,,"82,600",,0
07/10/2010,CAL,0.3,0.17,0.3,0.28,0.3,0,0.3,0.32,"65,600",,0
08/10/2010,CAL,0.3,0.17,0.3,0.3,0.29,-0.01,0.28,0.3,"145,300",,0
11/10/2010,CAL,0.3,0.17,0.29,0.3,0.29,0,0.29,,"10,700",,0
12/10/2010,CAL,0.3,0.17,0.29,0.3,0.29,0,0.29,0.3,700,,0
13/10/2010,CAL,0.3,0.17,0.29,0.3,0.28,-0.01,0.25,0.28,"396,900",,0
14/10/2010,CAL,0.3,0.17,0.28,0.28,0.29,0.01,0.28,0.29,"3,400",,0
15/10/2010,CAL,0.3,0.17,0.29,0.28,0.29,0,0.28,0.29,"277,400",,0
18/10/2010,CAL,0.3,0.17,0.29,0.28,0.29,0,0.28,0.3,"113,800",,0
19/10/2010,CAL,0.3,0.17,0.29,0.28,0.29,0,0.28,0.29,"6,100",,0
20/10/2010,CAL,0.3,0.17,0.29,0.28,0.29,0,0.7,0.75,300,,0
21/10/2010,CAL,0.3,0.17,0.29,0.29,0.28,-0.01,0.26,0.29,"1,300",,0
22/10/2010,CAL,0.3,0.17,0.28,0.28,0.29,0.01,0.28,0.29,"53,800",,0
25/10/2010,CAL,0.3,0.17,0.29,0.28,0.29,0,0.28,0.29,"5,100",,0
26/10/2010,CAL,0.3,0.17,0.29,0.28,0.29,0,0.28,0.29,"27,000",,0
27/10/2010,CAL,0.3,0.17,0.29,0.28,0.29,0,0.29,0.3,"300,800",,0
28/10/2010,CAL,0.3,0.17,0.29,0.29,0.28,-0.01,0.28,0.3,"1,201,200",,0
29/10/2010,CAL,0.3,0.17,0.28,0.29,0.28,0,0.29,0.3,500,,0
01/11/2010,CAL,0.3,0.17,0.28,0.29,0.29,0.01,0.29,0.3,"1,000",,0
02/11/2010,CAL,0.3,0.17,0.29,0.29,0.29,0,0.29,0.3,"6,000",,0
03/11/2010,CAL,0.3,0.17,0.29,0.29,0.3,0.01,0.3,,"691,700",,0
04/11/2010,CAL,0.3,0.17,0.3,0.29,0.3,0,0.3,0.32,"13,200",,0
05/11/2010,CAL,0.3,0.17,0.3,0.3,0.3,0,0.29,0.3,"308,100",,0
08/11/2010,CAL,0.3,0.17,0.3,0.29,0.28,-0.02,0.28,0.29,"6,800",,0
09/11/2010,CAL,0.3,0.17,0.28,0.28,0.29,0.01,0.28,,"28,900",,0
10/11/2010,CAL,0.3,0.17,0.29,0.29,0.3,0.01,0.28,,"36,000",,0
11/11/2010,CAL,0.3,0.17,0.3,0.29,0.3,0,0.3,0.31,"76,000",,0
12/11/2010,CAL,0.3,0.17,0.3,0.3,0.29,-0.01,0.28,0.3,"8,100",,0
15/11/2010,CAL,0.3,0.17,0.29,0.3,0.29,0,0.28,0.3,0,,0
17/11/2010,CAL,0.3,0.17,0.29,0.3,0.29,0,0.29,0.3,"1,100",,0
18/11/2010,CAL,0.3,0.17,0.29,0.3,0.29,0,0.29,0.3,"1,600",,0
19/11/2010,CAL,0.3,0.17,0.29,0.3,0.29,0,0.29,0.3,"4,000",,0
22/11/2010,CAL,0.3,0.17,0.29,0.3,0.29,0,0.29,0.3,"1,400",,0
23/11/2010,CAL,0.31,0.17,0.29,0.29,0.31,0.02,0.29,0.3,"325,600",,0
24/11/2010,CAL,0.31,0.17,0.31,0.29,0.31,0,0.34,0.31,"105,500",,0
25/11/2010,CAL,0.31,0.17,0.31,0.31,0.31,0,0.3,0.31,"1,500",,0
26/11/2010,CAL,0.31,0.17,0.3,0.3,0.3,0,0.3,0.31,600,,0
29/11/2010,CAL,0.31,0.17,0.3,0.3,0.3,0,0.3,0.31,"19,300",,0
30/11/2010,CAL,0.31,0.17,0.3,0.3,0.3,0,0.3,,"1,086,900",,0
01/12/2010,CAL,0.31,0.17,0.3,0.3,0.29,-0.01,0.28,0.29,"1,100",,0
02/12/2010,CAL,0.31,0.17,0.29,0.29,0.3,0.01,0.29,0.3,"15,800",,0
06/12/2010,CAL,0.31,0.17,0.3,0.3,0.29,-0.01,0.29,0.3,"10,000",,0
07/12/2010,CAL,0.31,0.17,0.29,0.3,0.29,0,0.29,0.3,"13,600",,0
08/12/2010,CAL,0.31,0.17,0.29,0.29,0.29,0,0.29,0.3,"57,900",,0
09/12/2010,CAL,0.31,0.17,0.29,0.3,0.3,0.01,0.3,0.31,"3,600",,0
10/12/2010,CAL,0.31,0.17,0.3,0.3,0.29,-0.01,0.29,0.3,"9,200",,0
04/01/2011,CAL,0.33,0.31,0.31,0.33,0.33,0.02,0.31,0.32,"1,000",,0.32
21/01/2011,CAL,0.39,0.31,0.39,0.39,0.39,0,0.39,0.4,"159,000",,0.39
05/01/2011,CAL,0.33,0.31,0.33,0.33,0.33,0,0.33,0.34,"10,100",,0.33
06/01/2011,CAL,0.33,0.31,0.33,0.33,0.33,0,0.33,0.34,"2,200",,0.33
07/01/2011,CAL,0.33,0.31,0.33,0.33,0.33,0,0.33,0.34,"76,700",,0.33
10/01/2011,CAL,0.33,0.31,0.33,0.33,0.33,0,0.33,0.34,200,,0.33
11/01/2011,CAL,0.34,0.31,0.33,0.33,0.34,0.01,0.34,0.35,"759,700",,0.34
12/01/2011,CAL,0.35,0.31,0.34,0.33,0.35,0.01,0.35,0.36,"54,200",,0.35
13/01/2011,CAL,0.35,0.31,0.35,0.36,0.36,0.01,0.36,0.37,"37,800",,0.36
14/01/2011,CAL,0.35,0.31,0.36,0.36,0.38,0.02,0.38,,"27,000",,0.38
17/01/2011,CAL,0.35,0.31,0.38,0.36,0.37,-0.01,0.37,0.38,"692,600",,0.37
18/01/2011,CAL,0.38,0.31,0.37,0.36,0.38,0.01,0.38,,"870,300",,0.38
19/01/2011,CAL,0.38,0.31,0.38,0.38,0.38,0,0.39,0.4,"9,500",,0.39
20/01/2011,CAL,0.39,0.31,0.38,0.38,0.39,0.01,0.39,0.4,"106,100",,0.39
24/01/2011,CAL,0.39,0.31,0.39,0.39,0.39,0,0.38,0.39,"61,700",,0.39
25/01/2011,CAL,0.39,0.31,0.39,0.39,0.38,-0.01,0.38,0.39,"9,800",,0.38
26/01/2011,CAL,0.39,0.31,0.38,0.38,0.39,0.01,0.38,0.4,"361,300",,0.39
27/01/2011,CAL,0.39,0.31,0.39,0.39,0.39,0,0.39,0.4,"111,700",,0.4
28/01/2011,CAL,0.39,0.31,0.39,0.39,0.39,0,0.39,0.4,"78,000",,0.39
31/01/2011,CAL,0.39,0.31,0.39,0.39,0.39,0,,0.39,"46,300",,0.39
01/02/2011,CAL,0.39,0.31,0.39,0.39,0.39,0,0.38,0.39,"23,900",,0.39
02/02/2011,CAL,0.39,0.31,0.39,0.39,0.39,0,,0.39,"41,800",,0.38
03/02/2011,CAL,0.39,0.31,0.39,0.39,0.39,0,,0.38,"358,100",,0.38
04/02/2011,CAL,0.39,0.31,0.39,0.39,0.39,0,,0.39,600,,0.39
07/02/2011,CAL,0.39,0.31,0.39,0.39,0.35,-0.04,0.35,0.39,"1,800",,0.35
08/02/2011,CAL,0.39,0.31,0.35,0.35,0.35,0,0.35,0.37,"4,000",,0.35
09/02/2011,CAL,0.39,0.31,0.35,0.35,0.35,0,0.34,0.35,"17,600",,0.35
10/02/2011,CAL,0.39,0.31,0.35,0.35,0.35,0,0.33,0.35,500,,0.35
11/02/2011,CAL,0.39,0.31,0.35,0.35,0.35,0,0.32,0.35,0,,0.35
14/02/2011,CAL,0.39,0.31,0.35,0.35,0.34,-0.01,0.33,0.34,"6,500",,0.35
15/02/2011,CAL,0.39,0.31,0.34,0.34,0.34,0,0.34,0.35,"299,900",,0.34
16/02/2011,CAL,0.39,0.31,0.34,0.34,0.34,0,0.34,0.35,"2,000",,0.34
17/02/2011,CAL,0.39,0.31,0.34,0.34,0.34,0,0.34,,"29,700",,0.34
18/02/2011,CAL,0.39,0.31,0.34,0.34,0.34,0,0.34,,"18,300",,0.34
21/02/2011,CAL,0.39,0.31,0.34,0.34,0.34,0,0.34,0.35,"2,700",,0.34
22/02/2011,CAL,0.39,0.31,0.34,0.34,0.34,0,0.34,0.35,"61,700",,0.34
23/02/2011,CAL,0.39,0.31,0.34,0.34,0.34,0,0.34,0.35,"6,000",,0.34
24/02/2011,CAL,0.39,0.31,0.34,0.34,0.35,0.01,0.34,0.35,"7,500",,0.35
25/02/2011,CAL,0.39,0.31,0.35,0.35,0.35,0,0.34,0.35,"46,600",,0.35
28/02/2011,CAL,0.39,0.31,0.35,0.35,0.35,0,0.34,0.35,"20,500",,0.34
01/03/2011,CAL,0.39,0.31,0.35,0.35,0.34,-0.01,,0.34,"9,900",,0.34
02/03/2011,CAL,0.39,0.31,0.34,0.34,0.34,0,0.33,0.34,"3,500",,0.34
03/03/2011,CAL,0.39,0.31,0.34,0.34,0.34,0,0.33,0.34,"44,200",,0.34
04/03/2011,CAL,0.39,0.31,0.34,0.34,0.34,0,0.33,0.34,"4,500",,0.34
08/03/2011,CAL,0.39,0.31,0.34,0.34,0.33,-0.01,0.32,0.33,"18,600",,0.34
09/03/2011,CAL,0.39,0.31,0.33,0.33,0.31,-0.02,0.3,0.31,"13,700",,0.31
10/03/2011,CAL,0.39,0.31,0.31,0.31,0.3,-0.01,0.29,0.3,"25,700",,0.29
11/03/2011,CAL,0.39,0.29,0.3,0.3,0.29,-0.01,0.29,0.3,"8,000",,0.29
14/03/2011,CAL,0.39,0.29,0.29,0.29,0.29,0,0.29,0.3,"18,100",,0.29
15/03/2011,CAL,0.39,0.29,0.29,0.29,0.29,0,0.28,0.29,"55,900",,0.29
16/03/2011,CAL,0.39,0.29,0.29,0.29,0.28,-0.01,0.28,0.29,"6,400",,0.28
17/03/2011,CAL,0.39,0.29,0.28,0.28,0.28,0,0.27,0.28,"90,800",,0.28
18/03/2011,CAL,0.39,0.29,0.28,0.28,0.28,0,0.27,0.28,"19,000",,0.28
21/03/2011,CAL,0.39,0.27,0.28,0.27,0.27,-0.01,0.27,0.28,"174,200",,0.27
22/03/2011,CAL,0.39,0.27,0.27,0.27,0.26,-0.01,0.25,0.27,"339,300",,0.26
23/03/2011,CAL,0.39,0.27,0.26,0.26,0.26,0,0.27,0.28,"2,190,000",,0.26
24/03/2011,CAL,0.39,0.27,0.26,0.26,0.26,0,0.27,0.28,"462,100",,0.27
25/03/2011,CAL,0.39,0.27,0.26,0.26,0.27,0.01,0.27,0.28,"24,500",,0.27
28/03/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.27,0.28,"2,000",,0.27
29/03/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.26,0.27,"116,700",,0.27
30/03/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.26,0.27,"26,600",,0.27
31/03/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.28,0.31,"10,000",,0.27
01/04/2011,CAL,0.39,0.27,0.27,0.27,0.28,0.01,0.28,0.29,"46,000",,0.28
04/04/2011,CAL,0.39,0.27,0.28,0.28,0.29,0.01,0.29,0.3,"62,600",,0.29
05/04/2011,CAL,0.39,0.27,0.29,0.29,0.31,0.02,0.31,0.33,"23,200",,0.31
06/04/2011,CAL,0.39,0.27,0.31,0.31,0.31,0,0.31,0.32,"38,400",,0.31
07/04/2011,CAL,0.39,0.27,0.31,0.31,0.31,0,0.31,0.32,"71,200",,0.31
08/04/2011,CAL,0.39,0.27,0.31,0.31,0.31,0,0.31,0.32,"30,600",,0.31
11/04/2011,CAL,0.39,0.27,0.31,0.31,0.31,0,0.31,0.32,"42,800",,0.31
12/04/2011,CAL,0.39,0.27,0.31,0.31,0.31,0,0.31,0.32,"13,300",,0.31
13/04/2011,CAL,0.39,0.27,0.31,0.31,0.29,-0.02,0.28,0.31,"16,800",,0.29
14/04/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.28,0.32,"7,100",,0.29
15/04/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.28,0.32,"22,900",,0.29
18/04/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.29,0.3,"9,100",,0.29
19/04/2011,CAL,0.39,0.27,0.29,0.29,0.3,0.01,0.29,0.3,"21,300",,0.29
20/04/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.29,0.3,"2,600",,0.29
21/04/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.3,0.32,"3,500",,0.3
26/04/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.29,0.31,"17,300",,0.3
27/04/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.29,0.3,"1,000",,0.3
28/04/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.29,0.3,"5,900",,0.3
29/04/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.3,0.32,"112,800",,0.3
03/05/2011,CAL,0.39,0.27,0.3,0.3,0.31,0.01,0.31,0.32,"166,900",,0.31
04/05/2011,CAL,0.39,0.27,0.31,0.31,0.31,0,0.3,0.32,"38,400",,0.31
05/05/2011,CAL,0.39,0.27,0.31,0.31,0.3,-0.01,0.3,0.31,"4,800",,0.31
06/05/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.29,0.31,"6,600",,0.3
09/05/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.3,0.31,"18,400",,0.3
10/05/2011,CAL,0.39,0.27,0.3,0.3,0.29,-0.01,0.28,0.29,"130,100",,0.29
11/05/2011,CAL,0.39,0.27,0.29,0.29,0.3,0.01,0.29,0.3,"21,800",,0.3
12/05/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.29,0.3,"2,700",,0.3
13/05/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.29,0.3,0,,0.3
16/05/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.29,0.3,"1,000",,0.3
17/05/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.27,0.29,"36,400",,0.29
18/05/2011,CAL,0.39,0.27,0.3,0.3,0.29,-0.01,0.28,0.3,"9,700",,0.29
19/05/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.28,0.29,"33,500",,0.29
20/05/2011,CAL,0.39,0.27,0.29,0.29,0.28,-0.01,0.28,0.3,"66,100",,0.28
23/05/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.28,0.29,"23,400",,0.28
24/05/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,0.29,"5,500",,0.27
26/05/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.28,0.29,"4,000",,0.28
27/05/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,0.29,"118,100",,0.28
30/05/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,0.28,"105,700",,0.28
31/05/2011,CAL,0.39,0.27,0.28,0.28,0.29,0.01,0.29,0.3,"94,000",,0.29
01/06/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.29,0.3,"10,100",,0.3
02/06/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.29,0.3,"148,600",,0.29
03/06/2011,CAL,0.39,0.27,0.29,0.29,0.3,0.01,0.29,0.3,300,,0.3
06/06/2011,CAL,0.39,0.27,0.3,0.3,0.29,-0.01,0.29,0.3,"19,700",,0.29
07/06/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.29,0.3,"10,500",,0.29
08/06/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.29,0.3,"3,600",,0.29
09/06/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.29,0.3,0,,0.29
10/06/2011,CAL,0.39,0.27,0.29,0.29,0.3,0.01,0.29,0.31,"156,800",,0.3
13/06/2011,CAL,0.39,0.27,0.3,0.29,0.31,0.01,0.3,0.31,"3,300",,0.31
14/06/2011,CAL,0.39,0.27,0.31,0.3,0.3,-0.01,0.29,0.31,"50,800",,0.3
15/06/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.29,0.3,"19,200",,0.3
16/06/2011,CAL,0.39,0.27,0.3,0.3,0.29,-0.01,0.29,0.3,"28,800",,0.29
17/06/2011,CAL,0.39,0.27,0.29,0.3,0.3,0.01,0.29,0.3,400,,0.3
20/06/2011,CAL,0.39,0.27,0.3,0.3,0.29,-0.01,0.29,0.3,"1,700",,0.29
21/06/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.29,0.3,"5,200",,0.29
22/06/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.28,0.29,0,,0.29
23/06/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.28,0.29,"5,000",,0.29
24/06/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.28,0.29,"12,100",,0.29
27/06/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.29,0.3,"4,300",,0.29
28/06/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.28,0.29,"7,300",,0.29
29/06/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.29,0.3,"14,600",,0.29
30/06/2011,CAL,0.39,0.27,0.29,0.29,0.3,0.01,0.3,0.31,"9,300",,0.3
04/07/2011,CAL,0.39,0.27,0.3,0.3,0.3,0,0.28,0.3,"3,800",,0.3
05/07/2011,CAL,0.39,0.27,0.3,0.3,0.28,-0.02,0.28,0.29,"5,700",,0.28
06/07/2011,CAL,0.39,0.27,0.28,0.28,0.29,0.01,0.27,0.29,"1,200",,0.29
07/07/2011,CAL,0.39,0.27,0.29,0.29,0.27,-0.02,,0.28,"11,000",,0.27
08/07/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.27,0.28,"32,100",,0.27
11/07/2011,CAL,0.39,0.27,0.27,0.27,0.28,0.01,0.27,0.28,"2,000,200",,0.28
12/07/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,0.29,"633,400",,0.28
13/07/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,0.28,"4,300",,0.28
14/07/2011,CAL,0.39,0.27,0.28,0.28,0.27,-0.01,0.27,0.28,"34,400",,0.27
15/07/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.27,0.28,"7,000",,0.28
18/07/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.27,0.3,"16,900",,0.27
19/07/2011,CAL,0.39,0.27,0.27,0.27,0.28,0.01,0.28,0.3,"98,800",,0.29
20/07/2011,CAL,0.39,0.27,0.28,0.28,0.29,0.01,0.29,0.3,"96,500",,0.28
21/07/2011,CAL,0.39,0.27,0.29,0.29,0.29,0,0.29,0.3,"4,400",,0.29
22/07/2011,CAL,0.39,0.27,0.29,0.29,0.28,-0.01,0.27,0.29,"1,613,400",,0.28
25/07/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.28,0.29,"11,200",,0.28
26/07/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.28,0.3,"50,800",,0.28
27/07/2011,CAL,0.39,0.27,0.28,0.28,0.27,-0.01,0.27,0.28,"8,600",,0.27
28/07/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.27,0.28,"27,800",,0.27
29/07/2011,CAL,0.39,0.27,0.27,0.27,0.28,0.01,0.27,0.28,900,,0.28
01/08/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.28,0.29,"36,900",,0.28
02/08/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,0.28,"1,400",,0.28
03/08/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,0.28,"50,000",,0.28
04/08/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,0.28,"42,200",,0.28
05/08/2011,CAL,0.39,0.27,0.28,0.28,0.27,-0.01,0.27,0.28,"10,100",,0.28
08/08/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.27,0.28,600,,0.27
09/08/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.27,0.28,"21,700",,0.28
10/08/2011,CAL,0.39,0.27,0.27,0.27,0.28,0.01,0.27,0.28,"82,700",,0.27
11/08/2011,CAL,0.39,0.27,0.28,0.28,0.27,-0.01,0.27,0.28,"1,500",,0.28
12/08/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.26,0.27,"17,400",,0.27
15/08/2011,CAL,0.39,0.27,0.27,0.27,0.26,-0.01,0.25,0.27,"41,400",,0.26
16/08/2011,CAL,0.39,0.27,0.26,0.26,0.27,0.01,0.26,0.27,"13,900",,0.27
17/08/2011,CAL,0.39,0.27,0.27,0.27,0.26,-0.01,0.26,0.27,"20,000",,0.26
18/08/2011,CAL,0.39,0.27,0.26,0.26,0.26,0,0.26,0.27,"13,300",,0.26
19/08/2011,CAL,0.39,0.27,0.26,0.26,0.26,0,0.26,0.27,"8,300",,0.26
19/08/2011,CAL,0.39,0.27,0.26,0.26,0.26,0,0.26,0.27,"8,300",,0.26
24/08/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.26,,"61,200",,0.27
25/08/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.26,0.27,"2,800",,0.27
26/08/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.26,0.28,"102,600",,0.27
29/08/2011,CAL,0.39,0.27,0.27,0.27,0.26,-0.01,0.27,,"14,600",,0.27
23/08/2011,CAL,0.39,0.27,0.26,0.26,0.27,0.01,0.26,0.27,"7,400",,0.27
22/08/2011,CAL,0.39,0.27,0.26,0.26,0.26,0,0.26,0.28,"16,200",,0.26
30/08/2011,CAL,0.39,0.27,0.26,0.26,0.27,0.01,0.27,,"5,500",,0.27
01/09/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.27,0.3,"6,100",,0.27
02/09/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.26,0.27,"25,200",,0.26
05/09/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.26,0.27,300,,0.27
06/09/2011,CAL,0.39,0.27,0.27,0.27,0.27,0,0.27,0.28,"7,600",,0.27
07/09/2011,CAL,0.39,0.27,0.27,0.27,0.28,0.01,0.27,0.28,"56,700",,0.28
08/09/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,,0,,0.28
09/09/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,0.28,700,,0.28
12/09/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,0.28,100,,0.28
13/09/2011,CAL,0.39,0.27,0.28,0.28,0.27,-0.01,0.28,,"10,900",,0.28
14/09/2011,CAL,0.39,0.27,0.27,0.27,0.28,0.01,0.27,,"2,900",,0.28
15/09/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,0.28,"6,400",,0.28
16/09/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,0.28,0,,0.28
19/09/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,0.27,0.28,0,,0.28
20/09/2011,CAL,0.39,0.27,0.28,0.28,0.28,0,,0.28,400,,0.28
22/09/2011,CAL,0.39,0.27,0.28,0.28,0.27,-0.01,,0.27,"1,200",,0.27
23/09/2011,CAL,0.39,0.26,0.27,0.27,0.26,-0.01,0.26,0.27,"14,700",,0.26
26/09/2011,CAL,0.39,0.26,0.26,0.26,0.26,0,,0.26,"63,900",,0.26
27/09/2011,CAL,0.39,0.25,0.26,0.26,0.25,-0.01,,0.26,"5,800",,0.26
28/09/2011,CAL,0.39,0.25,0.25,0.25,0.28,0.03,,0.27,"16,000,000",,0.28
29/09/2011,CAL,0.39,0.25,0.28,0.28,0.28,0,,0.27,0,,0.28
30/09/2011,CAL,0.39,0.25,0.28,0.28,0.29,0.01,,0.28,"2,646,800",,0.3
03/10/2011,CAL,0.39,0.25,0.29,0.29,0.29,0,0.26,0.28,0,,0.29
04/10/2011,CAL,0.39,0.25,0.29,0.29,0.28,-0.01,,0.28,"2,700",,0.29
05/10/2011,CAL,0.39,0.25,0.28,0.28,0.28,0,,0.27,0,,0.28
06/10/2011,CAL,0.39,0.25,0.28,0.28,0.27,-0.01,,0.27,"2,300",,0.27
07/10/2011,CAL,0.39,0.25,0.27,0.27,0.26,-0.01,0.25,0.26,"10,700",,0.26
10/10/2011,CAL,0.39,0.25,0.26,0.26,0.26,0,0.25,0.26,"3,100",,0.26
11/10/2011,CAL,0.39,0.25,0.26,0.26,0.26,0,0.25,0.26,0,,0.26
12/10/2011,CAL,0.39,0.25,0.26,0.26,0.26,0,0.25,0.26,0,,0.26
13/10/2011,CAL,0.39,0.25,0.26,0.26,0.26,0,0.25,0.26,100,,0.26
14/10/2011,CAL,0.39,0.25,0.26,0.26,0.25,-0.01,,0.25,"14,800",,0.25
17/10/2011,CAL,0.39,0.25,0.25,0.25,0.24,-0.01,0.24,0.25,"136,000",,0.25
18/10/2011,CAL,0.39,0.25,0.24,0.24,0.24,0,0.24,0.25,"1,200",,0.24
